[Femurfracture],[BONIVA] [ACTONEL],12,100,[BONIVA],23,50,[ACTONEL],13,12.5
[Drugabuse],[ALPRAZOLAM] [OXYCODONE],15,48.3871,[OXYCODONE],73,17.8922,[ALPRAZOLAM],69,12.7072
[Gynaecomastia],[INVEGA] [RISPERDAL],329,97.9167,[RISPERDAL],337,55.8872,[INVEGA],334,75.395
[Type2diabetesmellitus],[LIPITOR] [MULTIVITAMINS],18,78.2609,[MULTIVITAMINS],18,15.5172,[LIPITOR],558,41.5488
[Cerebrovascularaccident],[AGGRENOX] [AVANDIA],12,75,[AGGRENOX],18,43.9024,[AVANDIA],986,20.1224
[Femurfracture],[FOSAMAX] [ALENDRONATESODIUM],21,75,[FOSAMAX],117,41.7857,[ALENDRONATESODIUM],27,17.7632
[Conditionaggravated],[TOBIPODHALER] [TOBI],16,59.2593,[TOBI],22,21.3592,[TOBIPODHALER],31,31.6327
[Toxicitytovariousagents],[DULOXETINE] [DIAZEPAM],23,79.3103,[DULOXETINE],46,42.9907,[DIAZEPAM],67,15.2273
[Drugabuse],[PARACETAMOL] [METHADONE],12,70.5882,[PARACETAMOL],48,4.94336,[METHADONE],36,17.4757
[Drugineffective],[METHOTREXATE] [MYCOPHENOLATEMOFETIL],11,39.2857,[METHOTREXATE],90,5.63204,[MYCOPHENOLATEMOFETIL],26,8.28025
[Myocardialinfarction],[ASPIRIN] [DIANEALPD2WITHDEXTROSE],10,52.6316,[DIANEALPD2WITHDEXTROSE],32,7.44186,[ASPIRIN],474,15.8847
[Pyrexia],[PEGINTRON] [MUCOSTA],11,52.381,[PEGINTRON],60,21.8978,[MUCOSTA],13,12.8713
[Drugabuse],[OXYCODONE] [DIAZEPAM],12,44.4444,[OXYCODONE],73,17.8922,[DIAZEPAM],67,15.2273
[Galactorrhoea] [Hyperprolactinaemia] [Gynaecomastia] [Abnormalweightgain],[INVEGA] [RISPERDAL],294,87.5,[INVEGA],294,66.3657,[RISPERDAL],294,48.7562
[Druginteraction],[METFORMIN] [DIAZEPAM],10,62.5,[METFORMIN],38,2.24852,[DIAZEPAM],35,7.95455
[Prematurebaby],[PANTOPRAZOLE] [CITALOPRAM],11,28.9474,[CITALOPRAM],14,1.68472,[PANTOPRAZOLE],11,1.41935
[Restlessness] [Agitationneonatal],[CITALOPRAM] [SEROQUEL],11,39.2857,[SEROQUEL],11,2.6506,[CITALOPRAM],11,1.32371
[Prematurebaby] [Feedingdisorderneonatal],[PANTOPRAZOLE] [CITALOPRAM],10,26.3158,[CITALOPRAM],11,1.32371,[PANTOPRAZOLE],10,1.29032
[Myalgia],[SIMVASTATIN] [CRESTOR],14,63.6364,[SIMVASTATIN],253,12.9478,[CRESTOR],30,3.70828
[Myocardialinfarction],[PLAVIX] [METOPROLOL],56,45.5285,[PLAVIX],313,19.0158,[METOPROLOL],143,14.0196
[Dyspnoea],[CLOPIDOGREL] [RAMIPRIL],11,31.4286,[CLOPIDOGREL],31,5.75139,[RAMIPRIL],42,5.03597
[Bradyphrenia] [Bradykinesia],[LASIX] [PAROXETINE],10,62.5,[LASIX],21,1.75292,[PAROXETINE],17,6.69291
[Acutekidneyinjury],[LOSARTAN] [BENDROFLUMETHIAZIDE],12,57.1429,[LOSARTAN],26,4.59364,[BENDROFLUMETHIAZIDE],22,13.6646
[Drugresistance] [Genotypedrugresistancetest] [Viralinfection],[LAMIVUDINE] [ENTECAVIR],24,85.7143,[ENTECAVIR],28,50.9091,[LAMIVUDINE],29,15.1042
[Drugabuse],[OXYCODONE] [DEXTROMETHORPHAN],10,100,[OXYCODONE],73,17.8922,[DEXTROMETHORPHAN],31,67.3913
[Toxicitytovariousagents],[CODEINE] [DULOXETINE],11,78.5714,[DULOXETINE],46,42.9907,[CODEINE],24,13.4078
[Cysticfibrosis] [Conditionaggravated],[TOBIPODHALER] [TOBI],15,55.5556,[TOBIPODHALER],30,30.6122,[TOBI],20,19.4175
[Drugresistance],[ADEFOVIR] [LAMIVUDINE],11,91.6667,[LAMIVUDINE],45,23.4375,[ADEFOVIR],11,68.75
[Sinusitis],[PRIVIGEN] [DIPHENHYDRAMINE],12,35.2941,[DIPHENHYDRAMINE],12,6.31579,[PRIVIGEN],18,8.82353
[Toxicitytovariousagents] [Cardiacdisorder] [Substanceabuse],[SUBUTEX] [DIAZEPAM],10,83.3333,[SUBUTEX],11,12.9412,[DIAZEPAM],10,2.27273
[Pancreaticcarcinoma],[JANUVIA] [BYETTA],14,77.7778,[JANUVIA],35,6.65399,[BYETTA],38,28.7879
[Diseaseprogression],[ELOXATIN] [AVASTIN],85,95.5056,[ELOXATIN],90,73.1707,[AVASTIN],132,22.1106
[Death],[AZTREONAMLYSINE] [PULMOZYME],12,70.5882,[AZTREONAMLYSINE],85,46.9613,[PULMOZYME],14,19.7183
[Death],[NEULASTA] [DEXAMETHASONE],10,50,[NEULASTA],58,20,[DEXAMETHASONE],138,8.65204
[Diseaseprogression],[OXALIPLATIN] [Bevacizumab],18,29.5082,[Bevacizumab],23,7.69231,[OXALIPLATIN],33,7.95181
[Infusionrelatedreaction],[RITUXAN] [METHYLPREDNISOLONE],15,44.1176,[RITUXAN],21,12.3529,[METHYLPREDNISOLONE],21,5.21092
[Acutekidneyinjury],[SIMVASTATIN] [NAPROXEN],11,47.8261,[NAPROXEN],34,9.39227,[SIMVASTATIN],61,3.1218
[Diseaseprogression],[FLUOROURACIL] [LEUCOVORIN],77,82.7957,[FLUOROURACIL],87,16.3534,[LEUCOVORIN],79,57.6642
[Confusionalstate],[METFORMIN] [CLOZAPINE],12,57.1429,[METFORMIN],37,2.18935,[CLOZAPINE],14,8.97436
[Druginteraction],[METFORMIN] [CLOZAPINE],11,52.381,[CLOZAPINE],13,8.33333,[METFORMIN],38,2.24852
[Drugreactionwitheosinophiliaandsystemicsymptoms],[LEVETIRACETAM] [DAPSONE],11,100,[DAPSONE],18,43.9024,[LEVETIRACETAM],20,6.77966
[Myocardialinfarction],[PLAVIX] [TOPROLXL],46,50,[TOPROLXL],96,30,[PLAVIX],313,19.0158
[Unevaluableevent],[THALOMID] [DEXAMETHASONE],17,53.125,[DEXAMETHASONE],93,5.83072,[THALOMID],18,18.3673
[Myocardialinfarction],[PLAVIX] [COREG],36,50,[PLAVIX],313,19.0158,[COREG],84,30.2158
[Diseaserecurrence],[ENDOXAN1000MGPOUDREPOURSOLUTIONINJECTABLE] [Rituximab],11,91.6667,[ENDOXAN1000MGPOUDREPOURSOLUTIONINJECTABLE],37,23.4177,[Rituximab],12,3.34262
[Drugabuse],[ALPRAZOLAM] [MORPHINE],12,44.4444,[MORPHINE],93,22.3022,[ALPRAZOLAM],69,12.7072
[Drugineffective],[METHOTREXATE] [CICLOSPORIN],18,43.9024,[CICLOSPORIN],38,14.0221,[METHOTREXATE],90,5.63204
[Myocardialinfarction],[ASPIRIN] [AMIODARONE],17,36.9565,[AMIODARONE],25,11.1111,[ASPIRIN],474,15.8847
[Myocardialinfarction],[PLAVIX] [NITROGLYCERIN],70,63.0631,[PLAVIX],313,19.0158,[NITROGLYCERIN],119,43.75
[Plateletcountdecreased],[PEGINTRON] [SIMEPREVIR],49,49,[SIMEPREVIR],67,30.4545,[PEGINTRON],79,28.8321
[Myocardialinfarction],[PLAVIX] [LISINOPRIL],58,40.2778,[PLAVIX],313,19.0158,[LISINOPRIL],167,11.4071
[Drugabuse],[OXYCODONE] [MORPHINE],21,41.1765,[OXYCODONE],73,17.8922,[MORPHINE],93,22.3022
[Foetalexposureduringpregnancy],[NICOTINE] [SUBOXONE],19,57.5758,[NICOTINE],21,32.3077,[SUBOXONE],47,11.5196
[Cardiacfailurecongestive],[HYDRALAZINE] [AVANDIA],11,42.3077,[HYDRALAZINE],14,12.3894,[AVANDIA],1052,21.4694
[Plateletcountdecreased] [Pyrexia],[RIBAVIRIN] [MUCOSTA],10,41.6667,[MUCOSTA],11,10.8911,[RIBAVIRIN],39,4.04564
[Plateletcountdecreased],[LOXONIN] [PEGINTRON],10,50,[PEGINTRON],79,28.8321,[LOXONIN],19,13.1034
[Acutekidneyinjury],[ATORVASTATIN] [LEVOTHYROXINE],10,24.3902,[ATORVASTATIN],23,2.77443,[LEVOTHYROXINE],23,3.7037
[Toxicitytovariousagents],[CODEINE] [DIAZEPAM],10,33.3333,[CODEINE],24,13.4078,[DIAZEPAM],67,15.2273
[Drugabuse],[PERCOCET] [OXYCONTIN],12,44.4444,[PERCOCET],14,7.52688,[OXYCONTIN],101,18.9139
[Myocardialinfarction],[PLAVIX] [LOPRESSOR],26,45.614,[LOPRESSOR],65,28.6344,[PLAVIX],313,19.0158
[Drugabuse],[DELORAZEPAM] [MIRTAZAPINE],10,90.9091,[DELORAZEPAM],25,53.1915,[MIRTAZAPINE],35,9.04393
[Drugresistance] [Genotypedrugresistancetest] [Viralinfection],[ADEFOVIR] [LAMIVUDINE],10,83.3333,[LAMIVUDINE],29,15.1042,[ADEFOVIR],10,62.5
[Renalfailure],[FOLICACID] [SIMVASTATIN],10,19.6078,[FOLICACID],19,1.75763,[SIMVASTATIN],32,1.63767
[Myocardialinfarction],[ASPIRIN] [METOPROLOL],86,33.3333,[ASPIRIN],474,15.8847,[METOPROLOL],143,14.0196
[Death],[ENDOXAN100MGPOUDREPOURSOLUTIONINJECTABLE] [TAMOXIFEN],60,100,[TAMOXIFEN],62,42.7586,[ENDOXAN100MGPOUDREPOURSOLUTIONINJECTABLE],60,100
[Acutekidneyinjury],[BISOPROLOL] [FUROSEMIDE],17,25.7576,[BISOPROLOL],45,7.1656,[FUROSEMIDE],66,5.63621
[Hypotension],[LASIX] [RAMIPRIL],10,20.8333,[LASIX],37,3.08848,[RAMIPRIL],23,2.75779
[Myalgia],[OMEPRAZOLE] [LOSARTANPOTASSIUM],10,62.5,[OMEPRAZOLE],33,1.91194,[LOSARTANPOTASSIUM],12,10.8108
[Drugabuse],[CODEINE] [OXYCODONE],12,54.5455,[OXYCODONE],73,17.8922,[CODEINE],69,38.5475
[Crohnsdisease],[REMICADE] [HUMIRA],18,22.5,[HUMIRA],162,5.17241,[REMICADE],60,5.54017
[Myocardialinfarction],[PLAVIX] [ENALAPRIL],10,43.4783,[PLAVIX],313,19.0158,[ENALAPRIL],25,7.06215
[Myocardialinfarction],[ASPIRIN] [METOPROLOLTARTRATE],11,33.3333,[METOPROLOLTARTRATE],17,11.3333,[ASPIRIN],474,15.8847
[Impairedworkability],[ANDROGEL] [TESTIM],19,42.2222,[ANDROGEL],89,25.8721,[TESTIM],23,25.5556
[Offlabeluse] [Toxicanteriorsegmentsyndrome] [Circumstanceorinformationcapableofleadingtomedicationerror] [Intentionalproductuseissue],[BSS] [MOXEZA],10,100,[MOXEZA],10,100,[BSS],10,52.6316
[Type2diabetesmellitus],[FISHOIL] [LIPITOR],14,77.7778,[LIPITOR],558,41.5488,[FISHOIL],14,7.52688
[Drugdependence],[PERCOCET] [OXYCONTIN],10,37.037,[OXYCONTIN],88,16.4794,[PERCOCET],15,8.06452
[Confusionalstate],[AMANTADINE] [ROTIGOTINE],10,100,[AMANTADINE],10,22.2222,[ROTIGOTINE],15,93.75
[Substanceabuse],[OXYCONTIN] [HEROIN],10,76.9231,[OXYCONTIN],34,6.36704,[HEROIN],21,37.5
[Drugabuse],[MORPHINE] [DIAZEPAM],13,38.2353,[MORPHINE],93,22.3022,[DIAZEPAM],67,15.2273
[Crohnsdisease],[HUMIRA] [AZATHIOPRINE],13,20.9677,[AZATHIOPRINE],19,5.09383,[HUMIRA],162,5.17241
[Febrileneutropenia],[Obinutuzumab] [Bendamustine],10,43.4783,[Obinutuzumab],13,28.2609,[Bendamustine],14,26.9231
[Dysphagia],[SIMVASTATIN] [CITALOPRAM],11,18.0328,[SIMVASTATIN],26,1.3306,[CITALOPRAM],13,1.56438
[Dyspnoea],[ISOSORBIDEMONONITRATE] [SIMVASTATIN],11,45.8333,[ISOSORBIDEMONONITRATE],13,15.6627,[SIMVASTATIN],82,4.19652
[Substanceabuse],[OXYCONTIN] [MARIJUANA],11,91.6667,[OXYCONTIN],34,6.36704,[MARIJUANA],14,48.2759
[Cardiacfailurecongestive],[LASIX] [DIGOXIN],16,26.2295,[LASIX],120,10.0167,[DIGOXIN],30,7.53769
[Syncope] [Dermatitisexfoliative] [Swellingface] [Eyeswelling] [Rash],[SPIRIVA] [FLUTICASONE],10,71.4286,[SPIRIVA],10,1.43678,[FLUTICASONE],10,11.1111
[Anaemia],[RIBAVIRIN] [SIMEPREVIR],57,41.3043,[SIMEPREVIR],60,27.2727,[RIBAVIRIN],180,18.6722
[Drugabuse],[OXYCODONE] [PARACETAMOL],25,45.4545,[OXYCODONE],73,17.8922,[PARACETAMOL],48,4.94336
[Lossofconsciousness],[SINEMETCR] [SINEMET],12,85.7143,[SINEMET],16,17.0213,[SINEMETCR],12,75
[Myocardialinfarction],[PLAVIX] [ASPIRIN],185,33.1541,[PLAVIX],313,19.0158,[ASPIRIN],474,15.8847
[Breastcancer],[XELODA] [LetrozoleUnknown],12,92.3077,[XELODA],33,9.32203,[LetrozoleUnknown],14,63.6364
[Drugresistance],[LAMIVUDINE] [Adefovir],19,95,[Adefovir],19,95,[LAMIVUDINE],45,23.4375
[Foetalexposureduringpregnancy],[SUBUTEX] [SUBOXONE],15,46.875,[SUBOXONE],47,11.5196,[SUBUTEX],26,30.5882
[Drugabuse],[LASIX] [REQUIP],11,61.1111,[LASIX],29,2.4207,[REQUIP],11,15.493
[Conditionaggravated],[TOBIPODHALER] [PULMOZYME],11,44,[PULMOZYME],13,18.3099,[TOBIPODHALER],31,31.6327
[Cerebrovascularaccident],[NORVASC] [LISINOPRIL],13,22.4138,[LISINOPRIL],97,6.62568,[NORVASC],44,7.81528
[Offlabeluse],[OLYSIO] [SOVALDI],182,66.9118,[SOVALDI],199,31.7384,[OLYSIO],211,61.3372
[Cardiacfailurecongestive],[LASIX] [COREG],25,33.7838,[LASIX],120,10.0167,[COREG],51,18.3453
[Cardiacfailurecongestive],[DIGOXIN] [AVANDIA],23,41.0714,[DIGOXIN],30,7.53769,[AVANDIA],1052,21.4694
[Dyspnoea],[SIMVASTATIN] [DOXAZOSIN],10,25,[SIMVASTATIN],82,4.19652,[DOXAZOSIN],10,7.46269
[Cardiacfailurecongestive],[LASIX] [AVANDIA],89,37.2385,[LASIX],120,10.0167,[AVANDIA],1052,21.4694
[Coronaryarterydisease],[Rosiglitazone] [AVANDIA],15,83.3333,[AVANDIA],904,18.449,[Rosiglitazone],17,77.2727
[Myocardialinfarction],[ASPIRIN] [CLONIDINE],11,31.4286,[CLONIDINE],19,8.83721,[ASPIRIN],474,15.8847
[Diseaserecurrence],[PREDNISONE] [AZATHIOPRINE],27,34.1772,[PREDNISONE],40,2.26886,[AZATHIOPRINE],28,7.5067
[Myocardialinfarction],[COREG] [AVANDIA],76,57.5758,[AVANDIA],2411,49.2041,[COREG],84,30.2158
[Lethargy],[VENTOLIN] [TIOTROPIUM],10,90.9091,[TIOTROPIUM],10,22.7273,[VENTOLIN],10,2.15517
[Death],[Erlotinib] [AVASTIN],10,76.9231,[Erlotinib],172,52.439,[AVASTIN],54,9.04523
[Plateletcountdecreased],[RIBAVIRIN] [PEGINTRON],63,43.1507,[PEGINTRON],79,28.8321,[RIBAVIRIN],119,12.3444
[Drugineffective],[PREDNISOLONE] [CICLOSPORIN],24,36.3636,[CICLOSPORIN],38,14.0221,[PREDNISOLONE],51,4.66179
[Impairedworkability] [Economicproblem],[ANDROGEL] [TESTIM],16,35.5556,[TESTIM],20,22.2222,[ANDROGEL],75,21.8023
[Myocardialinfarction],[LIPITOR] [LASIX],17,26.5625,[LIPITOR],79,5.88235,[LASIX],124,10.3506
[Myocardialinfarction],[ASPIRIN] [TOPROLXL],57,42.2222,[TOPROLXL],96,30,[ASPIRIN],474,15.8847
[Abdominalpain],[SIMVASTATIN] [DOXAZOSIN],15,37.5,[SIMVASTATIN],67,3.42886,[DOXAZOSIN],16,11.9403
[Secondaryimmunodeficiency],[PREDNISONE] [Rituximab],46,46.9388,[PREDNISONE],46,2.60919,[Rituximab],46,12.8134
[Headache],[ISOSORBIDEMONONITRATE] [SIMVASTATIN],14,58.3333,[ISOSORBIDEMONONITRATE],14,16.8675,[SIMVASTATIN],52,2.66121
[Anaemia],[RIBAVIRIN] [NEXIUM],11,55,[NEXIUM],23,3.27169,[RIBAVIRIN],180,18.6722
[Pulmonaryembolism],[SIMVASTATIN] [GABAPENTIN],16,22.8571,[GABAPENTIN],22,2.64741,[SIMVASTATIN],23,1.17707
[Toxicitytovariousagents],[THALOMID] [DEXAMETHASONE],10,31.25,[DEXAMETHASONE],114,7.14734,[THALOMID],15,15.3061
[Pyrexia],[PEGINTRON] [SIMEPREVIR],34,34,[PEGINTRON],60,21.8978,[SIMEPREVIR],42,19.0909
[Cardiacfailurecongestive],[LASIX] [LISINOPRIL],27,24.7706,[LASIX],120,10.0167,[LISINOPRIL],88,6.01093
[Druginteraction],[FOLICACID] [SIMVASTATIN],12,23.5294,[SIMVASTATIN],82,4.19652,[FOLICACID],20,1.85014
[Drugineffective],[REMICADE] [HUMIRA],15,18.75,[REMICADE],67,6.18652,[HUMIRA],181,5.77905
[Internationalnormalisedratioincreased],[BISOPROLOL] [FUROSEMIDE],11,16.6667,[FUROSEMIDE],24,2.04953,[BISOPROLOL],17,2.70701
[Blindness] [Toxicanteriorsegmentsyndrome],[TRYPANBLUE] [LIDOCAINE],20,100,[LIDOCAINE],20,17.5439,[TRYPANBLUE],20,100
[Pneumonia],[SPIRIVA] [ADVAIRHFA],27,25.7143,[SPIRIVA],87,12.5,[ADVAIRHFA],78,13.4948
[Myocardialinfarction],[LASIX] [DIGOXIN],14,22.9508,[LASIX],124,10.3506,[DIGOXIN],34,8.54271
[Neutropenia],[CISPLATIN] [CYCLOPHOSPHAMIDE],10,19.6078,[CISPLATIN],36,6.1017,[CYCLOPHOSPHAMIDE],55,6.99746
[Myocardialinfarction],[ASPIRIN] [LISINOPRIL],97,28.1977,[LISINOPRIL],167,11.4071,[ASPIRIN],474,15.8847
[Atrialfibrillation],[COUMADIN] [AVANDIA],12,15.5844,[AVANDIA],163,3.32653,[COUMADIN],34,3.14524
[Anaemia],[RIBAVIRIN] [SOVRIAD],34,36.1702,[SOVRIAD],39,25.4902,[RIBAVIRIN],180,18.6722
[Diseaseprogression],[ELOXATIN] [XELODA],16,80,[ELOXATIN],90,73.1707,[XELODA],51,14.4068
